SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,SERVICE,CPT CODE,SURG_NAME,QUANTITY,ORCC,TRAYS,,,,,,,
,,,,,,,,,PODIATRY,28730,28730 FUSION OF FOOT BONES,2,26559,podiatry tray,lambotte osteotome,minor ortho,,,,,
,,,,,,,,,ORTHO,28730,28730 FUSION OF FOOT BONES 1,1,26602,"Dr. walsh hand tray, lead hand, hand and wrist",,,,,,,
,,,,,,,,,ORTHO,28740,28740 FUSION OF FOOT BONES 1,1,26602,"Dr. walsh hand tray, lead hand, hand and wrist",,,,,,,
,,,,,,,,,PODIATRY,28750,28750 FUSION OF BIG TOE JOINT,2,26559,podiatry tray,lambotte osteotome,minor ortho,,,,,
,,,,,,,,,PODIATRY,28755,28755 FUSION OF BIG TOE JOINT,2,26559,podiatry tray,lambotte osteotome,minor ortho,,,,,
,,,,,,,,,PODIATRY,28805,28805 AMPUTATION THRU METATARSAL,3,26561,amputation tray,,,,,,,
,,,,,,,,,PODIATRY,28805,28805 AMPUTATION THRU METATARSAL,2,26561,amputation tray,,,,,,,
,,,,,,,,,VASC,28805,28805 AMPUTATION THRU METATARSAL,1,26700,amputation tray,,,,,,,
,,,,,,,,,VASC,28805,28805 AMPUTATION THRU METATARSAL,5,26700,amputation tray,,,,,,,
,,,,,,,,,PODIATRY,28810,28810 AMPUTATION TOE & METATARSAL,10,26561,amputation tray,,,,,,,
,,,,,,,,,PODIATRY,28810,28810 AMPUTATION TOE & METATARSAL,6,26561,amputation tray,,,,,,,
,,,,,,,,,PODIATRY,28820,28820 AMPUTATION OF TOE,5,26561,amputation tray,,,,,,,
,,,,,,,,,PODIATRY,28820,28820 AMPUTATION OF TOE,3,26561,amputation tray,,,,,,,
,,,,,,,,,VASC,28820,28820 AMPUTATION OF TOE,5,26700,amputation tray,,,,,,,
,,,,,,,,,PODIATRY,28825,28825 PARTIAL AMPUTATION OF TOF,6,26561,amputation tray,,,,,,,
,,,,,,,,,PODIATRY,28825,28825 PARTIAL AMPUTATION OF TOE,3,26561,amputation tray,,,,,,,
,,,,,,,,,ORTHO,28825,28825 PARTIAL AMPUTATION OF TOE 1,1,26700,amputation tray,,,,,,,
,,,,,,,,,VASC,28825,28825 PARTIAL AMPUTATION OF TOE,6,26700,amputation tray,,,,,,,
,,,,,,,,,ORTHO,28899,28899 FOOT/TOES SURGERY PROCEDURE 1,1,26602,"Dr. walsh hand tray, lead hand, hand and wrist",,,,,,,
,,,,,,,,,ORTHO,29805,29805 SHOULDER ARTHROSCOPY DX 1,1,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,ORTHO,29820,29820 SHOULDER ARTHROSCOPY/SURGERY 2,2,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,ORTHO,29822,29822 SHOULDER ARTHROSCOPY/SURGERY 25,25,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,ORTHO,29823,29823 SHOULDER ARTHROSCOPY/SURGERY 14,14,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,ORTHO,29824,29824 SHOULDER ARTHROSCOPY/SURGERY 3,3,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,ORTHO,29825,29825 SHOULDER ARTHROSCOPY/SURGERY 3,3,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,ORTHO,29826,29826 SHOULDER ARTHROSCOPY/SURGERY 41,41,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,ORTHO,29827,29827 ARTHROSCOP ROTATOR CUFF REPR 2,2,26670,minor ortho,arthrex shoulder repair,arthroscopy scope,arthoscopy shaver,,,,
,,,,,,,,,PLASTIC,29846,29846 WRIST ARTHROSCOPY/SURGERY,1,26560,minor ortho,,,,,,,
,,,,,,,,,ORTHO,29866,29866 AUTGRFT IMPLNT KNEE W/SCOPE 1,1,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29870,29870 KNEE ARTHROSCOPY DX 5,5,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29870,29870 KNEE ARTHROSCOPY DX,1,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29871,29871 KNEE ARTHROSCOPY/DRAINAGE 1,1,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29873,29873 KNEE ARTHROSCOPY/SURGERY 1,1,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29875,29875 KNEE ARTHROSCOPY/SURGERY 2,2,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29876,29876 KNEE ARTHROSCOPY/SURGERY 1,1,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29877,29877 KNEE ARTHROSCOPY/SURGERY 6,6,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29879,29879 KNEE ARTHROSCOPY/SURGERY 1,1,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29880,29880 KNEE ARTHROSCOPY/SURGERY 7,7,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29881,29881 KNEE ARTHROSCOPY/SURGERY 63,63,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ORTHO,29888,29888 KNEE ARTHROSCOPY/SURGERY 5,5,26664,"basic ortho, lambotte, cement gun",,,,,,,
,,,,,,,,,ENT,30100,30100 INTRANASAL BIOPSY,1,26622,,,,,,,,
,,,,,,,,,ENT,30110,30110 REMOVAL OF NOSE POLYP(S),1,26622,,,,,,,,
,,,,,,,,,ENT,30117,30117 REMOVAL OF INTRANASAL LESION,2,26622,,,,,,,,
,,,,,,,,,ENT,30120,30120 REVISION OF NOSE,2,26531,,,,,,,,
,,,,,,,,,ENT,30140,30140 RESECT INFERIOR TURBINATE,40,26531,,,,,,,,
,,,,,,,,,ENT,30140,30140 RESECT INFERIOR TURBINATE,8,26531,,,,,,,,
,,,,,,,,,PLASTIC,30140,30140 RESECT INFERIOR TURBINATE,1,26531,,,,,,,,
,,,,,,,,,ENT,30150,30150 PARTIAL REMOVAL OF NOSE,1,26531,,,,,,,,
,,,,,,,,,ENT,30400,30400 RECONSTRUCTION OF NOSE,1,26531,,,,,,,,
,,,,,,,,,ENT,30410,30410 RECONSTRUCTION OF NOSE,3,26531,,,,,,,,
,,,,,,,,,PLASTIC,30410,30410 RECONSTRUCTION OF NOSE,1,26531,,,,,,,,
,,,,,,,,,ENT,30420,30420 RECONSTRUCTION OF NOSE,7,26531,,,,,,,,
,,,,,,,,,ENT,30450,30450 REVISION OF NOSE,1,26531,,,,,,,,
,,,,,,,,,ENT,30520,30520 REPAIR OF NASAL SEPTUM,47,26531,,,,,,,,
,,,,,,,,,ENT,30520,30520 REPAIR OF NASAL SEPTUM,4,26531,,,,,,,,
,,,,,,,,,PLASTIC,30520,30520 REPAIR OF NASAL SEPTUM,2,26531,,,,,,,,
,,,,,,,,,ORAL,30580,30580 REPAIR UPPER JAW FISTULA,2,26631,"dentalaveolar, NSK, KHS martin, OR den instruments",,,,,,,
,,,,,,,,,ORAL,30600,30600 REPAIR MOUTH/NOSE FISTULA,1,26631,"dentalaveolar, NSK, KHS martin, OR den instruments",,,,,,,
,,,,,,,,,ENT,30630,30630 REPAIR NASAL SEPTUM DEFECT,2,26531,,,,,,,,
,,,,,,,,,ENT,30930,30930 THER FX NASAL INF TURBINATE,3,26531,,,,,,,,
,,,,,,,,,ENT,30930,30930 THER FX NASAL INF TURBINATE,1,26531,,,,,,,,
,,,,,,,,,ENT,30999,30999 NASAL SURGERY PROCEDURE,4,26531,,,,,,,,
,,,,,,,,,ENT,31237,31237 NASAL/SINUS ENDOSCOPY SURG,3,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31237,31237 NASAL/SINUS ENDOSCOPY SURG,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31238,31238 NASAL/SINUS ENDOSCOPY SURG,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31240,31240 NASAL/SINUS ENDOSCOPY SURG,3,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31240,31240 NASAL/SINUS ENDOSCOPY SURG,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31254,31254 REVISION OF ETHMOID SINUS,5,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31254,31254 REVISION OF ETHMOID SINUS,4,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31255,31255 REMOVAL OF ETHMOID SINUS,35,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31255,31255 REMOVAL OF ETHMOID SINUS,2,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31256,31256 EXPLORATION MAXILLARY SINUS,3,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31256,31256 EXPLORATION MAXILLARY SINUS,3,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31267,31267 ENDOSCOPY MAXILLARY SINUS,35,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31267,31267 ENDOSCOPY MAXILLARY SINUS,2,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31276,31276 SINUS ENDOSCOPY SURGICAL,31,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31276,31276 SINUS FNDOSCOPY SURGICAL,4,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31287,31287 NASAL/SINUS ENDOSCOPY SURG,13,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31288,31288 NASAL/SINUS FNDOSCOPY SURG,14,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31288,31288 NASAL/SINUS ENDOSCOPY SURG,2,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31292,31292 NASAL/SINUS ENDOSCOPY SURG,1,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31526,31526 DX LARYNGOSCOPY W/OPER SCOPE,2,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31526,31526 DX LARYNGOSCOPY W/OPER SCOPE,1,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31535,31535 LARYNGOSCOPY W/BIOPSY,8,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31535,31535 LARYNGOSCOPY W/BIOPSY,2,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31536,31536 LARYNGOSCOPY W/BX & OP SCOPE,31,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31536,31536 LARYNGOSCOPY W/BX&OP SCOPE,11,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31541,31541 LARYNSCOP W/TUMR EXC + SCOPF,9,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31545,31545 REMOVE VC LESION W/SCOPE,10,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31546,31546 REMOVE VC LESION SCOPE/GRAFT,3,26532,"FESS set, sphenoid set, ENT nasal anesthia tray, front sinus set",,,,,,,
,,,,,,,,,ENT,31575,31575 DIAGNOSTIC LARYNGOSCOPY,4,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31588,31588 REVISION OF LARYNX,6,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31588,31588 REVISION OF LARYNX,1,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31599,31599 LARYNX SURGERY PROCEDURE,11,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31599,31599 LARYNX SURGERY PROCEDURE,1,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31600,31600 INCISION OF WINDPIPE,5,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ENT,31600,31600 INCISION OF WINDPIPE,3,26606,laryngoscopy,micro laryngoscopy,trach ,,,,,
,,,,,,,,,ORAL,31600,31600 INCISION OF WINDPIPE,7,26631,"dentalaveolar, NSK, KHS martin, OR den instruments",,,,,,,
,,,,,,,,,THORACIC,32601,32601 THORACOSCOPY DIAGNOSTIC,2,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32606,32606 THORACOSCOPY W/BX MED SPACE,5,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32607,32607 THORACOSCOPY W/BX INFILTRATE,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32608,32608 THORACOSCOPY W/BX NODULE,2,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32650,32650 THORACOSCOPY W/PLEURODESIS,8,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32651,32651 THORACOSCOPY REMOVE CORTEX,2,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32652,32652 THORACOSCOPY REM TOTL CORTEX,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32655,32655 THORACOSCOPY RESECT BULLAE,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32658,32658 THORACOSCOPY W/SAC FB REMOVE,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32659,32659 1HORACOSCOPY W/SAC DRAINAGE,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32662,32662 THORACOSCOPY W/MEDIAST EXC,2,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32663,32663 THORACOSCOPY W/LOBECTOMY,15,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32666,32666 THORACOSCOPY W/WEDGE RESECT,13,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32666,32666 THORACOSCOPY W/WEDGE RESECT,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32667,32667 THORACOSCOPY W/W RESECT ADDL,7,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32667,32667 THORACOSCOPY W/W RESECT ADDL,2,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32669,32669 THORACOSCOPY REMOVE SEGMENT,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32670,32670 THORACOSCOPY BILOBECTOMY,1,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32673,32673 THORACOSCOPY W/THYMUS RESECT,2,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,32674,32674 THORACOSCOPY LYMPH NODE EXC,14,26614,major basic,rib tray,open chest tray,,,,,
,,,,,,,,,THORACIC,33320,33320 REPAIR MAJOR BLOOD VESSEL(S),1,,,,,,,,,
,,,,,,,,,CARDIAC,33517,33517 CABG ARTERY-VEIN SINGLE,15,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,CARDIAC,33518,33518 CABG ARTERY-VEIN TWO,31,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,THORACIC,33518,33518 CABG ARTERY-VEIN TWO,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,CARDIAC,33519,33519 CABG ARTERY-VEIN THREF,18,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,CARDIAC,33521,33521 CABG ARTERY-VEIN FOUR,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,CARDIAC,33533,33533 CABG ARTERIAL SINGLE,51,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,THORACIC,33533,33533 CABG ARTERIAL SINGI E,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,CARDIAC,33534,33534 CABG ARTERIAL TWO,8,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,CARDIAC,33535,33535 CABG ARTERIAL THREE,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,34101,34101 REMOVAL OF ARTERY CLOT,3,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34111,34111 REMOVAL OF ARM ARTERY CLOT,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34111,34111 REMOVAL OF ARM ARTERY CLOT,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34201,34201 REMOVAL OF ARTERY CLOT,3,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34800,34800 ENDOVAS AAA REPR W/SM TUBE,2,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34802,34802 ENDOVAS AAA REPR W/2-P PART,19,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34803,34803 ENDOVAS AAA REPR W/3-P PART,2,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34803,34803 ENDOVAS AAA REPR W/3-P PARI,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34805,34805 ENDOVAS AAA REPR W/LONG TUBE,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,34825,34825 ENDOVASC EXTEND PROSTH INIT,9,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,VASC,34826,34826 ENDOVASC EXTEN PROSTH ADDL,4,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,VASC,34833,34833 XPOSE FOR ENDOPROSTH ILIAC,1,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,VASC,34900,34900 ENDOVASC ILIAC REPR W/GRAFT,1,25928,plastic basic,bipolar forcep,bipolar cord,,,,,
,,,,,,,,,VASC,35102,35102 REPAIR DErECT OF ARTERY,2,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,35103,35103 REPAIR ARTERY RUPTURE GROIN,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,35141,35141 REPAIR DEFECT OF ARTERY,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,35221,35221 REPAIR BLOOD VESSLL LESION,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,35301,35301 RECHANNELING OF ARTERY,26,26705,minor vascular,,,,,,,
,,,,,,,,,VASC,35302,35302 RECHANNELING OF ARTERY,1,26705,minor vascular,,,,,,,
,,,,,,,,,VASC,35303,35303 RECHANNELING OF ARTERY,1,26705,minor vascular,,,,,,,
,,,,,,,,,VASC,35303,35303 RECHANNFLING OF ARILRY,1,26705,minor vascular,,,,,,,
,,,,,,,,,VASC,35305,35305 RECHANNELING OF ARTERY,1,26705,minor vascular,,,,,,,
,,,,,,,,,VASC,35371,35371 RECHANNELING OF ARTERY,7,26705,minor vascular,,,,,,,
,,,,,,,,,VASC,35471,35471 REPAIR ARTERIAL BLOCKAGE,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,35476,35476 REPAIR VENOUS BLOCKAGE,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,35476,35476 REPAIR VENOUS BLOCKAGE,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,35556,35556 ART BYP GRFT FEM-POPl HEAL,3,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35566,35566 ARTERY BYPASS GRAFT,5,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35566,35566 ARTERY BYPASS GRAFT,2,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35571,35571 ARTERY BYPASS GRAFT,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35631,35631 ARTERY BYPASS GRAFT,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35646,35646 ART BYP AORTOBIFEMORAL,5,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35656,35656 ART BYP FEMORAL-POPLITEAL,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35661,35661 ART BYP FEMORAL-FEMORAL,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35665,35665 ART BYP ILIOFEMORAL,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35700,35700 REOPERATION BYPASS GRAFT,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,35903,35903 EXCISION GRAFT EXTREMITY,1,26634,"open heart, sternum saw, ankeney retractor, ima, ima couteil, defib paddles, medistim",,,,,,,
,,,,,,,,,VASC,36140,36140 ESTABLISH ACCESS TO ARIERY,4,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,36140,36140 ESTABLISH ACCESS TO ARTERY,1,26702,minor vascular,,,,,,,
,,,,,,,,,VASC,36147,36147 ACCESS AV DIAL GRET FOR EVAI,1,26620,,,,,,,,
,,,,,,,,,VASC,36475,36475 ENDOVENOUS RF 1ST VEIN,4,26620,,,,,,,,
,,,,,,,,,VASC,36590,36590 REMOVAL TUNNELED CV CATH,1,26620,,,,,,,,
,,,,,,,,,VASC,36818,36818 AV FUSE UPPR ARM CEPHALIC,22,26620,,,,,,,,
,,,,,,,,,VASC,36819,36819 AV FUSE UPPR ARM BASILIC,8,26620,,,,,,,,
,,,,,,,,,VASC,36819,36819 AV FUSE UPPR ARM BASILIC,2,26620,,,,,,,,
,,,,,,,,,VASC,36820,36820 AV FUSION/FOREARM VEIN,3,26620,,,,,,,,
,,,,,,,,,VASC,36821,36821 AV FUSION DIRECT ANY SITE,11,26620,,,,,,,,
,,,,,,,,,VASC,36825,36825 ARTFRY VEIN AUTOGRAFT,9,26620,,,,,,,,
,,,,,,,,,VASC,36830,36830 ARTERY-VEIN NONAUTOGRAFT,27,26620,,,,,,,,
,,,,,,,,,VASC,36832,36832 AV FISTULA REVISION OPEN,4,26620,,,,,,,,
,,,,,,,,,VASC,36832,36832 AV FISTULA RFVISION OPEN,3,26620,,,,,,,,
,,,,,,,,,VASC,36833,36833 AV FISTUI A REVISION,1,26620,,,,,,,,
,,,,,,,,,VASC,36838,36838 DIST REVAS LIGATION HEMO,1,26620,,,,,,,,
,,,,,,,,,VASC,37221,37221 ILIAC REVASC W/STENT,2,26620,,,,,,,,
,,,,,,,,,VASC,37222,37222 ILIAC RFVASC ADD-ON,1,26620,,,,,,,,
,,,,,,,,,VASC,37224,37224 FEM/POPL REVAS W/TLA,4,26620,,,,,,,,
,,,,,,,,,VASC,37224,37224 FEM/POPL REVAS W/TLA,1,26620,,,,,,,,
,,,,,,,,,VASC,37226,37226 FEM/POPL REVASC W/STENT,1,26620,,,,,,,,
,,,,,,,,,VASC,37228,37228 TIB/PER REVASC W/TLA,1,26620,,,,,,,,
,,,,,,,,,VASC,37230,37230 TIB/PER REVASC W/STENT,1,26620,,,,,,,,
,,,,,,,,,VASC,37238,37238 OPEN/PERQ PLACE STENT SAMI,1,26620,,,,,,,,
,,,,,,,,,VASC,37241,37241 VASC EMBOLIZE/OCCLUDE VFNOUS,1,26620,,,,,,,,
,,,,,,,,,VASC,37242,37242 VASC EMBOLIZE/OCCLUDE ARTERY,1,26620,,,,,,,,
,,,,,,,,,VASC,37607,37607 LIGATION OF A V FISTULA,13,26620,,,,,,,,
,,,,,,,,,PODIATRY,38220,38220 BONE MARROW ASPIRATION,1,26559,podiatry tray,lambotte osteotome,minor ortho,,,,,
,,,,,,,,,GEN,38500,38500 BIOPSY/REMOVAL LYMPH NODES,11,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,ENT,38500,38500 BIOPSY/REMOVAL LYMPH NODES,1,26622,,,,,,,,
,,,,,,,,,ENT,38500,38500 BIOPSY/REMOVAL LYMPH NODES,1,26622,,,,,,,,
,,,,,,,,,ENT,38505,38505 NEEDLE BIOPSY LYMPH NODES,1,26622,,,,,,,,
,,,,,,,,,ENT,38510,38510 BIOPSY/REMOVAL LYMPH NODES,1,26622,,,,,,,,
,,,,,,,,,GEN,38525,38525 BIOPSY/REMOVAL LYMPH NODES,5,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,ENT,38724,38724 REMOVAL OF LYMPH NODES NECK,8,26622,,,,,,,,
,,,,,,,,,ENT,38724,38724 REMOVAL OF LYMPH NODES NECK,5,26622,,,,,,,,
,,,,,,,,,GEN,38740,38740 REMOVE ARMPIT LYMPH NODES,1,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,GEN,38747,38747 REMOVE ABDOMINAL LYMPH NODES,1,26506,minor basic,plastic basic,,,,,,
,,,,,,,,,UROLOGY,38770,38770 REMOVE PELVIS LYMPH NODES,1,26696,major basic,deep pelvis,plastic basic,,,,,
,,,,,,,,,THORACIC,39400,39400 MEDIASTINOSCOPY INCL BIOPSY,2,26608,plastic basic,mediastinoscopy tray,,,,,,
,,,,,,,,,THORACIC,39401,39401 MEDIASTINOSCPY W/MEDSTNL BX,1,26608,plastic basic,mediastinoscopy tray,,,,,,
,,,,,,,,,THORACIC,39402,39402 MEDIASTINOSCPY W/LMPH NOD BX,7,26608,plastic basic,mediastinoscopy tray,,,,,,
,,,,,,,,,ENT,40490,40490 BIOPSY OF LIP,1,26622,,,,,,,,
,,,,,,,,,ENT,40500,40500 PARTIAL EXCISION OF IIP,1,26622,,,,,,,,
,,,,,,,,,ENT,40510,40510 PARTIAL EXCISION OF LIP,1,26622,,,,,,,,
